"","license_class","trips_per_day","farebox_per_day","unique_drivers","unique_vehicles","vehicles_per_day","avg_days_vehicles_on_road","avg_hours_per_day_per_vehicle","avg_days_drivers_on_road","avg_hours_per_day_per_driver","avg_minutes_per_trip","percent_of_trips_paid_with_credit_card","trips_per_day_shared","month_year","month_year1","trips_per_month","month_date","farebox_per_month","week","trips_per_week","year","farebox_per_week","total_trips_per_day","shared_trips_per_day_percent"
"1","FHV - Black Car",16972,NA,7208,6996,3136,13.5,4.1,13.3,4,28,NA,NA,"2022-06",Jun 2022,509160,2022-06-28,NA,"26",118804,"2022",NA,NA,NA
"2","FHV - Black Car",16299,NA,7226,7072,2969,13,4.1,13,4.1,28,NA,NA,"2022-05",May 2022,505269,2022-05-28,NA,"21",114093,"2022",NA,NA,NA
"3","FHV - Black Car",17243,NA,7209,7093,3173,13.4,4.1,13.4,4.1,28,NA,NA,"2022-04",Apr 2022,517290,2022-04-28,NA,"17",120701,"2022",NA,NA,NA
"4","FHV - Black Car",17453,NA,7008,6909,3191,14.3,4.1,14.3,4.1,27,NA,NA,"2022-03",Mar 2022,541043,2022-03-28,NA,"13",122171,"2022",NA,NA,NA
"5","FHV - Black Car",17521,NA,7336,7265,3208,12.4,4.1,12.4,4.1,26,NA,NA,"2022-02",Feb 2022,490588,2022-02-28,NA,"09",122647,"2022",NA,NA,NA
"6","FHV - Black Car",13440,NA,7171,7136,2625,11.4,3.9,11.5,3.9,24,NA,NA,"2022-01",Jan 2022,416640,2022-01-28,NA,"04",94080,"2022",NA,NA,NA
"7","FHV - Black Car",15518,NA,7495,7420,2924,12.2,4,12.2,4,27,NA,NA,"2021-12",Dec 2021,481058,2021-12-28,NA,"52",108626,"2021",NA,NA,NA
"8","FHV - Black Car",11915,NA,5048,4917,2260,13.8,4,13.7,4,27,NA,NA,"2021-11",Nov 2021,357450,2021-11-28,NA,"47",83405,"2021",NA,NA,NA
"9","FHV - Black Car",11816,NA,5236,5109,2241,13.6,4,13.5,3.9,28,NA,NA,"2021-10",Oct 2021,366296,2021-10-28,NA,"43",82712,"2021",NA,NA,NA
"10","FHV - Black Car",11332,NA,4848,4739,2069,13.1,4.1,12.9,4.1,28,NA,NA,"2021-09",Sep 2021,339960,2021-09-28,NA,"39",79324,"2021",NA,NA,NA
"11","FHV - Black Car",9744,NA,3749,3704,1614,13.5,4.4,13.5,4.4,26,NA,NA,"2021-08",Aug 2021,302064,2021-08-28,NA,"34",68208,"2021",NA,NA,NA
"12","FHV - Black Car",10249,NA,4207,4182,1800,13.3,4.3,13.4,4.2,26,NA,NA,"2021-07",Jul 2021,317719,2021-07-28,NA,"30",71743,"2021",NA,NA,NA
"13","FHV - Black Car",14136,NA,4658,4643,2281,14.7,4.5,14.8,4.5,25,NA,NA,"2021-06",Jun 2021,424080,2021-06-28,NA,"26",98952,"2021",NA,NA,NA
"14","FHV - Black Car",13022,NA,4294,4278,2070,15,4.6,15,4.6,24,NA,NA,"2021-05",May 2021,403682,2021-05-28,NA,"21",91154,"2021",NA,NA,NA
"15","FHV - Black Car",12658,NA,4229,4224,2098,14.9,4.5,15,4.5,24,NA,NA,"2021-04",Apr 2021,379740,2021-04-28,NA,"17",88606,"2021",NA,NA,NA
"16","FHV - Black Car",13000,NA,4003,3995,2049,15.9,4.6,16,4.6,23,NA,NA,"2021-03",Mar 2021,403000,2021-03-28,NA,"12",91000,"2021",NA,NA,NA
"17","FHV - Black Car",10716,NA,3563,3561,1725,13.6,4.6,13.6,4.6,23,NA,NA,"2021-02",Feb 2021,300048,2021-02-28,NA,"08",75012,"2021",NA,NA,NA
"18","FHV - Black Car",10386,NA,3816,3806,1752,14.3,4.4,14.3,4.4,22,NA,NA,"2021-01",Jan 2021,321966,2021-01-28,NA,"04",72702,"2021",NA,NA,NA
"19","FHV - Black Car",11293,NA,4217,4187,1915,14.2,4.5,14.1,4.5,22,NA,NA,"2020-12",Dec 2020,350083,2020-12-28,NA,"52",79051,"2020",NA,NA,NA
"20","FHV - Black Car",11825,NA,4460,4458,2013,13.6,4.5,13.6,4.5,24,NA,NA,"2020-11",Nov 2020,354750,2020-11-28,NA,"47",82775,"2020",NA,NA,NA
"21","FHV - Black Car",10932,NA,4237,4215,1954,14.4,4.4,14.4,4.3,24,NA,NA,"2020-10",Oct 2020,338892,2020-10-28,NA,"43",76524,"2020",NA,NA,NA
"22","FHV - Black Car",12762,NA,4539,4543,2160,14.3,4.5,14.3,4.5,25,NA,NA,"2020-09",Sep 2020,382860,2020-09-28,NA,"39",89334,"2020",NA,NA,NA
"23","FHV - Black Car",9723,NA,3838,3856,1673,13.5,4.4,13.5,4.4,24,NA,NA,"2020-08",Aug 2020,301413,2020-08-28,NA,"34",68061,"2020",NA,NA,NA
"24","FHV - Black Car",8692,NA,3113,3128,1446,14.3,4.6,14.4,4.6,25,NA,NA,"2020-07",Jul 2020,269452,2020-07-28,NA,"30",60844,"2020",NA,NA,NA
"25","FHV - Black Car",9323,NA,3157,3165,1533,14.5,4.6,14.6,4.6,22,NA,NA,"2020-06",Jun 2020,279690,2020-06-28,NA,"25",65261,"2020",NA,NA,NA
"26","FHV - Black Car",6180,NA,2851,2861,1186,12.9,4.1,12.9,4.1,20,NA,NA,"2020-05",May 2020,191580,2020-05-28,NA,"21",43260,"2020",NA,NA,NA
"27","FHV - Black Car",5103,NA,2413,2425,982,12.2,4.1,12.2,4.1,19,NA,NA,"2020-04",Apr 2020,153090,2020-04-28,NA,"17",35721,"2020",NA,NA,NA
"28","FHV - Black Car",13708,NA,8345,8342,2917,10.8,3.8,10.9,3.8,24,NA,NA,"2020-03",Mar 2020,424948,2020-03-28,NA,"12",95956,"2020",NA,NA,NA
"29","FHV - Black Car",20412,NA,8415,8403,4238,14.6,3.9,14.7,3.9,27,NA,NA,"2020-02",Feb 2020,591948,2020-02-28,NA,"08",142884,"2020",NA,NA,NA
"30","FHV - Black Car",22195,NA,8625,8634,4409,15.8,4,15.9,4,25,NA,NA,"2020-01",Jan 2020,688045,2020-01-28,NA,"04",155365,"2020",NA,NA,NA
"31","FHV - Black Car",18498,NA,8019,7994,3873,15,3.8,15.1,3.8,29,NA,NA,"2019-12",Dec 2019,573438,2019-12-28,NA,"51",129486,"2019",NA,NA,NA
"32","FHV - Black Car",16612,NA,7237,7219,3645,15.2,3.7,15.2,3.7,28,NA,NA,"2019-11",Nov 2019,498360,2019-11-28,NA,"47",116284,"2019",NA,NA,NA
"33","FHV - Black Car",16245,NA,7120,7071,3757,16.5,3.6,16.4,3.6,29,NA,NA,"2019-10",Oct 2019,503595,2019-10-28,NA,"43",113715,"2019",NA,NA,NA
"34","FHV - Black Car",12373,NA,5499,5417,2846,15.8,3.5,15.6,3.5,32,NA,NA,"2019-09",Sep 2019,371190,2019-09-28,NA,"38",86611,"2019",NA,NA,NA
"35","FHV - Black Car",12787,NA,5874,5845,2964,15.7,3.4,15.7,3.4,32,NA,NA,"2019-08",Aug 2019,396397,2019-08-28,NA,"34",89509,"2019",NA,NA,NA
"36","FHV - Black Car",13993,NA,5995,5968,2914,15.1,3.7,15.1,3.7,29,NA,NA,"2019-07",Jul 2019,433783,2019-07-28,NA,"29",97951,"2019",NA,NA,NA
"37","FHV - Black Car",14233,NA,5876,5858,2988,15.3,3.7,15.3,3.7,29,NA,NA,"2019-06",Jun 2019,426990,2019-06-28,NA,"25",99631,"2019",NA,NA,NA
"38","FHV - Black Car",16186,NA,6211,6171,3237,16.3,3.9,16.2,3.8,27,NA,NA,"2019-05",May 2019,501766,2019-05-28,NA,"21",113302,"2019",NA,NA,NA
"39","FHV - Black Car",15660,NA,5824,5795,3126,16.2,3.9,16.2,3.8,27,NA,NA,"2019-04",Apr 2019,469800,2019-04-28,NA,"16",109620,"2019",NA,NA,NA
"40","FHV - Black Car",8778,NA,4513,4498,1916,13.2,3.5,13.3,3.5,23,NA,NA,"2019-03",Mar 2019,272118,2019-03-28,NA,"12",61446,"2019",NA,NA,NA
"41","FHV - Black Car",13692,NA,5129,5103,2811,15.4,3.8,15.4,3.8,28,NA,NA,"2019-02",Feb 2019,383376,2019-02-28,NA,"08",95844,"2019",NA,NA,NA
"42","FHV - Black Car",15024,NA,6111,6072,3156,16.1,3.7,16.1,3.7,27,NA,104,"2019-01",Jan 2019,465744,2019-01-28,NA,"04",105168,"2019",NA,15128,0.01
"43","FHV - Black Car",16120,NA,7321,7286,3463,14.7,3.6,14.8,3.6,30,NA,128,"2018-12",Dec 2018,499720,2018-12-28,NA,"52",112840,"2018",NA,16248,0.01
"44","FHV - Black Car",17791,NA,7362,7340,3891,15.9,3.6,15.9,3.6,30,NA,17734,"2018-11",Nov 2018,533730,2018-11-28,NA,"48",124537,"2018",NA,35525,0.5
"45","FHV - Black Car",18364,NA,7582,7476,3933,16.3,3.6,16.3,3.6,34,NA,158,"2018-10",Oct 2018,569284,2018-10-28,NA,"43",128548,"2018",NA,18522,0.01
"46","FHV - Black Car",15159,NA,6183,6140,3232,15.8,3.7,15.7,3.7,32,NA,291,"2018-09",Sep 2018,454770,2018-09-28,NA,"39",106113,"2018",NA,15450,0.02
"47","FHV - Black Car",14455,NA,6634,6609,3448,16.2,3.4,16.2,3.4,32,NA,16,"2018-08",Aug 2018,448105,2018-08-28,NA,"35",101185,"2018",NA,14471,0
"48","FHV - Black Car",13614,NA,6242,6188,3086,15.5,3.4,15.4,3.4,32,NA,13,"2018-07",Jul 2018,422034,2018-07-28,NA,"30",95298,"2018",NA,13627,0
"49","FHV - Black Car",17207,NA,7155,7119,3809,16.1,3.5,16,3.5,34,NA,NA,"2018-06",Jun 2018,516210,2018-06-28,NA,"26",120449,"2018",NA,NA,NA
"50","FHV - Black Car",16826,NA,7268,7224,3906,16.8,3.5,16.7,3.5,35,NA,NA,"2018-05",May 2018,521606,2018-05-28,NA,"22",117782,"2018",NA,NA,NA
"51","FHV - Black Car",16088,NA,7221,7176,3832,16,3.5,16,3.4,34,NA,NA,"2018-04",Apr 2018,482640,2018-04-28,NA,"17",112616,"2018",NA,NA,NA
"52","FHV - Black Car",16422,NA,7535,7471,3988,16.5,3.4,16.5,3.4,35,NA,NA,"2018-03",Mar 2018,509082,2018-03-28,NA,"13",114954,"2018",NA,NA,NA
"53","FHV - Black Car",17415,NA,7550,7529,4063,15.1,3.5,15.1,3.5,33,NA,NA,"2018-02",Feb 2018,487620,2018-02-28,NA,"09",121905,"2018",NA,NA,NA
"54","FHV - Black Car",15445,NA,7464,7410,3778,15.8,3.4,15.7,3.4,35,NA,NA,"2018-01",Jan 2018,478795,2018-01-28,NA,"04",108115,"2018",NA,NA,NA
"55","FHV - Black Car",15541,NA,7789,7703,3720,15,3.4,14.9,3.4,35,NA,NA,"2017-12",Dec 2017,481771,2017-12-28,NA,"52",108787,"2017",NA,NA,NA
"56","FHV - Black Car",15718,NA,7376,7331,3859,15.8,3.4,15.8,3.4,37,NA,NA,"2017-11",Nov 2017,471540,2017-11-28,NA,"48",110026,"2017",NA,NA,NA
"57","FHV - Black Car",16405,NA,8008,7882,4221,16.6,3.3,16.5,3.3,38,NA,NA,"2017-10",Oct 2017,508555,2017-10-28,NA,"43",114835,"2017",NA,NA,NA
"58","FHV - Black Car",15975,NA,7777,7693,3906,15.2,3.4,15.2,3.4,36,NA,NA,"2017-09",Sep 2017,479250,2017-09-28,NA,"39",111825,"2017",NA,NA,NA
"59","FHV - Black Car",13985,NA,7463,7406,3686,15.4,3.2,15.4,3.2,35,NA,NA,"2017-08",Aug 2017,433535,2017-08-28,NA,"35",97895,"2017",NA,NA,NA
"60","FHV - Black Car",13084,NA,7559,7486,3515,14.6,3.2,14.5,3.1,36,NA,NA,"2017-07",Jul 2017,405604,2017-07-28,NA,"30",91588,"2017",NA,NA,NA
"61","FHV - Black Car",14274,NA,7450,7394,3840,15.6,3.2,15.5,3.2,39,NA,NA,"2017-06",Jun 2017,428220,2017-06-28,NA,"26",99918,"2017",NA,NA,NA
"62","FHV - Black Car",15505,NA,7974,7435,4054,16.9,3.3,15.9,3.2,NA,NA,NA,"2017-05",May 2017,480655,2017-05-28,NA,"21",108535,"2017",NA,NA,NA
"63","FHV - Black Car",13676,NA,7201,6725,3536,15.8,3.3,14.8,3.2,NA,NA,NA,"2017-04",Apr 2017,410280,2017-04-28,NA,"17",95732,"2017",NA,NA,NA
"64","FHV - Black Car",14500,NA,7334,6815,3742,17,3.3,16,3.2,NA,NA,NA,"2017-03",Mar 2017,449500,2017-03-28,NA,"13",101500,"2017",NA,NA,NA
"65","FHV - Black Car",13280,NA,6931,6769,3599,14.9,3.2,14.7,3.1,NA,NA,NA,"2017-02",Feb 2017,371840,2017-02-28,NA,"09",92960,"2017",NA,NA,NA
"66","FHV - Black Car",12660,NA,6481,6431,3297,15.9,3.3,15.8,3.3,NA,NA,NA,"2017-01",Jan 2017,392460,2017-01-28,NA,"04",88620,"2017",NA,NA,NA
"67","FHV - Black Car",12185,NA,6304,6140,3102,15.7,3.3,15.2,3.3,NA,NA,NA,"2016-12",Dec 2016,377735,2016-12-28,NA,"52",85295,"2016",NA,NA,NA
"68","FHV - Black Car",12670,NA,6407,6114,3345,16.4,3.3,15.7,3.3,NA,NA,NA,"2016-11",Nov 2016,380100,2016-11-28,NA,"48",88690,"2016",NA,NA,NA
"69","FHV - Black Car",12933,NA,6616,6381,3375,16.4,3.3,15.8,3.3,NA,NA,NA,"2016-10",Oct 2016,400923,2016-10-28,NA,"43",90531,"2016",NA,NA,NA
"70","FHV - Black Car",14150,NA,6611,6261,3456,16.6,3.5,15.8,3.5,NA,NA,NA,"2016-09",Sep 2016,424500,2016-09-28,NA,"39",99050,"2016",NA,NA,NA
"71","FHV - Black Car",12344,NA,6410,6289,3383,16.7,3.1,16.5,3.1,NA,NA,NA,"2016-08",Aug 2016,382664,2016-08-28,NA,"34",86408,"2016",NA,NA,NA
"72","FHV - Black Car",12589,NA,6525,6423,3336,16.1,3.2,15.9,3.2,NA,NA,NA,"2016-07",Jul 2016,390259,2016-07-28,NA,"30",88123,"2016",NA,NA,NA
"73","FHV - Black Car",15375,NA,6889,6794,3957,17.5,3.3,17.3,3.3,NA,NA,NA,"2016-06",Jun 2016,461250,2016-06-28,NA,"26",107625,"2016",NA,NA,NA
"74","FHV - Black Car",14705,NA,7059,7029,3818,16.8,3.3,16.7,3.3,NA,NA,NA,"2016-05",May 2016,455855,2016-05-28,NA,"21",102935,"2016",NA,NA,NA
"75","FHV - Black Car",14535,NA,7361,7036,3939,16.8,3.2,16.2,3.2,NA,NA,NA,"2016-04",Apr 2016,436050,2016-04-28,NA,"17",101745,"2016",NA,NA,NA
"76","FHV - Black Car",14138,NA,6836,6543,3846,18.2,3.2,17.5,3.2,NA,NA,NA,"2016-03",Mar 2016,438278,2016-03-28,NA,"13",98966,"2016",NA,NA,NA
"77","FHV - Black Car",19854,NA,9263,9138,4768,15.1,3.4,15,3.4,NA,NA,NA,"2016-02",Feb 2016,575766,2016-02-28,NA,"08",138978,"2016",NA,NA,NA
"78","FHV - Black Car",14352,NA,8911,8788,4087,14.4,3.1,14.3,3,NA,NA,NA,"2016-01",Jan 2016,444912,2016-01-28,NA,"04",100464,"2016",NA,NA,NA
"79","FHV - Black Car",15377,NA,8494,8429,3928,14.5,3.3,14.3,3.3,NA,NA,NA,"2015-12",Dec 2015,476687,2015-12-28,NA,"52",107639,"2015",NA,NA,NA
"80","FHV - Black Car",15069,NA,7790,7942,4024,15.2,3.2,15.1,3.3,NA,NA,NA,"2015-11",Nov 2015,452070,2015-11-28,NA,"47",105483,"2015",NA,NA,NA
"81","FHV - Black Car",16756,NA,7837,7652,3974,16.1,3.5,15.7,3.5,NA,NA,NA,"2015-10",Oct 2015,519436,2015-10-28,NA,"43",117292,"2015",NA,NA,NA
"82","FHV - Black Car",10293,NA,5937,5875,2769,14.1,3.2,14,3.2,NA,NA,NA,"2015-09",Sep 2015,308790,2015-09-28,NA,"39",72051,"2015",NA,NA,NA
"83","FHV - Black Car",7988,NA,5154,5073,2384,14.6,2.9,14.4,2.9,NA,NA,NA,"2015-08",Aug 2015,247628,2015-08-28,NA,"34",55916,"2015",NA,NA,NA
"84","FHV - Black Car",7574,NA,4296,4248,2117,15.5,3.1,15.4,3.1,NA,NA,NA,"2015-07",Jul 2015,234794,2015-07-28,NA,"30",53018,"2015",NA,NA,NA
"85","FHV - Black Car",9276,NA,5009,4956,2543,15.4,3.2,15.3,3.2,NA,NA,NA,"2015-06",Jun 2015,278280,2015-06-28,NA,"25",64932,"2015",NA,NA,NA
"86","FHV - Black Car",7681,NA,4561,4550,2055,14,3.2,14,3.2,NA,NA,NA,"2015-05",May 2015,238111,2015-05-28,NA,"21",53767,"2015",NA,NA,NA
"87","FHV - Black Car",10060,NA,5237,5225,2653,15.2,3.3,15.2,3.2,NA,NA,NA,"2015-04",Apr 2015,301800,2015-04-28,NA,"17",70420,"2015",NA,NA,NA
"88","FHV - Black Car",5338,NA,2921,2882,1296,13.9,3.3,13.6,3.3,NA,NA,NA,"2015-03",Mar 2015,165478,2015-03-28,NA,"12",37366,"2015",NA,NA,NA
"89","FHV - Black Car",6213,NA,2640,2620,1618,17.3,3.5,17.2,3.5,NA,NA,NA,"2015-02",Feb 2015,173964,2015-02-28,NA,"08",43491,"2015",NA,NA,NA
"90","FHV - Black Car",5359,NA,2737,2725,1469,16.7,3.3,16.7,3.3,NA,NA,NA,"2015-01",Jan 2015,166129,2015-01-28,NA,"04",37513,"2015",NA,NA,NA
"91","FHV - High Volume",563347,NA,73321,71036,46798,20.4,6.5,20.1,6.4,19,NA,853,"2022-07",Jul 2022,17463757,2022-07-28,NA,"30",3943429,"2022",NA,564200,0
"92","FHV - High Volume",592656,NA,74020,71552,49341,20.7,6.6,20.3,6.5,20,NA,133,"2022-06",Jun 2022,17779680,2022-06-28,NA,"26",4148592,"2022",NA,592789,0
"93","FHV - High Volume",585714,NA,73287,71059,47877,20.9,6.6,20.6,6.5,20,NA,0,"2022-05",May 2022,18157134,2022-05-28,NA,"21",4099998,"2022",NA,585714,0
"94","FHV - High Volume",591746,NA,72244,70281,48410,20.7,6.5,20.4,6.4,19,NA,0,"2022-04",Apr 2022,17752380,2022-04-28,NA,"17",4142222,"2022",NA,591746,0
"95","FHV - High Volume",595270,NA,71667,69702,48364,21.5,6.7,21.2,6.6,18,NA,0,"2022-03",Mar 2022,18453370,2022-03-28,NA,"13",4166890,"2022",NA,595270,0
"96","FHV - High Volume",572114,NA,68998,67536,46279,19.2,6.6,19,6.5,18,NA,0,"2022-02",Feb 2022,16019192,2022-02-28,NA,"09",4004798,"2022",NA,572114,0
"97","FHV - High Volume",475854,NA,68531,66855,41326,19.2,6.3,18.9,6.2,17,NA,0,"2022-01",Jan 2022,14751474,2022-01-28,NA,"04",3330978,"2022",NA,475854,0
"98","FHV - High Volume",517884,NA,70302,68257,44289,20.1,6.4,19.8,6.3,18,NA,0,"2021-12",Dec 2021,16054404,2021-12-28,NA,"52",3625188,"2021",NA,517884,0
"99","FHV - High Volume",534718,NA,69410,67433,44979,20,6.5,19.7,6.4,19,NA,0,"2021-11",Nov 2021,16041540,2021-11-28,NA,"47",3743026,"2021",NA,534718,0
"100","FHV - High Volume",533613,NA,68926,66933,44406,20.6,6.6,20.3,6.5,19,NA,277,"2021-10",Oct 2021,16542003,2021-10-28,NA,"43",3735291,"2021",NA,533890,0
"101","FHV - High Volume",423584,NA,64747,63416,34903,16.5,6.5,16.4,6.5,19,NA,716,"2021-09",Sep 2021,12707520,2021-09-28,NA,"39",2965088,"2021",NA,424300,0
"102","FHV - High Volume",467608,NA,59813,58750,35253,18.6,6.7,18.5,6.7,18,NA,723,"2021-08",Aug 2021,14495848,2021-08-28,NA,"34",3273256,"2021",NA,468331,0
"103","FHV - High Volume",484692,NA,59730,58604,36032,19.1,6.8,18.9,6.7,18,NA,635,"2021-07",Jul 2021,15025452,2021-07-28,NA,"30",3392844,"2021",NA,485327,0
"104","FHV - High Volume",498641,NA,58797,57856,36922,19.1,6.9,19,6.9,19,NA,124,"2021-06",Jun 2021,14959230,2021-06-28,NA,"26",3490487,"2021",NA,498765,0
"105","FHV - High Volume",474753,NA,56869,56102,34401,19,6.9,18.9,6.9,18,NA,NA,"2021-05",May 2021,14717343,2021-05-28,NA,"21",3323271,"2021",NA,NA,NA
"106","FHV - High Volume",470299,NA,54481,53741,33356,18.6,7,18.5,6.9,17,NA,NA,"2021-04",Apr 2021,14108970,2021-04-28,NA,"17",3292093,"2021",NA,NA,NA
"107","FHV - High Volume",458777,NA,52117,51751,31630,18.9,7.1,19,7,17,NA,NA,"2021-03",Mar 2021,14222087,2021-03-28,NA,"12",3211439,"2021",NA,NA,NA
"108","FHV - High Volume",414755,NA,47206,47267,28637,17,7.1,17.1,7.1,16,NA,NA,"2021-02",Feb 2021,11613140,2021-02-28,NA,"08",2903285,"2021",NA,NA,NA
"109","FHV - High Volume",383932,NA,47622,47592,28582,18.6,6.9,18.7,6.8,15,NA,NA,"2021-01",Jan 2021,11901892,2021-01-28,NA,"04",2687524,"2021",NA,NA,NA
"110","FHV - High Volume",374990,NA,51525,51534,32488,19.5,6.5,19.7,6.5,16,NA,NA,"2020-12",Dec 2020,11624690,2020-12-28,NA,"52",2624930,"2020",NA,NA,NA
"111","FHV - High Volume",386122,NA,52996,52928,34062,19.3,6.4,19.5,6.4,16,NA,NA,"2020-11",Nov 2020,11583660,2020-11-28,NA,"47",2702854,"2020",NA,NA,NA
"112","FHV - High Volume",427396,NA,52379,52290,33969,20.1,6.8,20.3,6.7,17,NA,NA,"2020-10",Oct 2020,13249276,2020-10-28,NA,"43",2991772,"2020",NA,NA,NA
"113","FHV - High Volume",403515,NA,50614,50419,31556,18.8,6.9,21.2,6.9,17.5,NA,NA,"2020-09",Sep 2020,12105450,2020-09-28,NA,"39",2824605,"2020",NA,NA,NA
"114","FHV - High Volume",357610,NA,48984,48680,28731,18.3,6.7,18.4,6.6,17,NA,NA,"2020-08",Aug 2020,11085910,2020-08-28,NA,"34",2503270,"2020",NA,NA,NA
"115","FHV - High Volume",320999,NA,38310,38380,21221,17.1,7.2,17.3,7.2,16,NA,NA,"2020-07",Jul 2020,9950969,2020-07-28,NA,"30",2246993,"2020",NA,NA,NA
"116","FHV - High Volume",251696,NA,29832,30131,17665,17.6,7.1,17.9,7,16,NA,NA,"2020-06",Jun 2020,7550880,2020-06-28,NA,"25",1761872,"2020",NA,NA,NA
"117","FHV - High Volume",196447,NA,27675,27881,16073,17.9,6.4,18.1,6.4,15,NA,NA,"2020-05",May 2020,6089857,2020-05-28,NA,"21",1375129,"2020",NA,NA,NA
"118","FHV - High Volume",143762,NA,22390,22527,11544,15.4,6.1,15.6,6.1,13,NA,NA,"2020-04",Apr 2020,4312860,2020-04-28,NA,"17",1006334,"2020",NA,NA,NA
"119","FHV - High Volume",432027,NA,76604,75506,35735,14.7,6.1,14.6,6,16,NA,41051,"2020-03",Mar 2020,13392837,2020-03-28,NA,"12",3024189,"2020",NA,473078,0.09
"120","FHV - High Volume",749129,NA,79282,78090,55139,20.5,6.6,20.5,6.5,17,NA,97117,"2020-02",Feb 2020,21724741,2020-02-28,NA,"08",5243903,"2020",NA,846246,0.11
"121","FHV - High Volume",663433,NA,80725,79288,53606,21,6.2,20.9,6.1,17,NA,90550,"2020-01",Jan 2020,20566423,2020-01-28,NA,"04",4644031,"2020",NA,753983,0.12
"122","FHV - High Volume",717497,NA,82527,80924,55796,21.4,6.5,21,6.4,18,NA,93421,"2019-12",Dec 2019,22242407,2019-12-28,NA,"51",5022479,"2019",NA,810918,0.12
"123","FHV - High Volume",721170,NA,83017,81286,57241,21.1,6.5,21,6.4,19,NA,103379,"2019-11",Nov 2019,21635100,2019-11-28,NA,"47",5048190,"2019",NA,824549,0.13
"124","FHV - High Volume",682635,NA,83865,82051,57764,21.8,6.4,21.7,6.3,19,0,107676,"2019-10",Oct 2019,21161685,2019-10-28,NA,"43",4778445,"2019",NA,790311,0.14
